URN,Rating,Inspection Date
100708,Satisfactory,20070314
100709,Outstanding,20131121
100709,Outstanding,20080616
100710,Good,20190116
100710,Outstanding,20141016
100710,Outstanding,20071012
100711,Outstanding,20100202
100711,Outstanding,20070116
100712,Requires Improvement,20180313
100712,Good,20131015
100712,Good,20100427
100712,Outstanding,20070620
100713,Good,20140924
100713,Good,20100518
100713,Outstanding,20070221
100714,Good,20140212
100714,Good,20110517
100714,Good,20071122
100715,Good,20121213
100715,Satisfactory,20110524
100715,Good,20080304
100716,Good,20121016
100716,Satisfactory,20110208
100716,Good,20080304
100717,Outstanding,20111003
100717,Outstanding,20061129
100718,Outstanding,20170322
100718,Good,20120709
100718,Satisfactory,20090707
100718,Good,20060302
100719,Good,20190925
100719,Outstanding,20061122
100720,Good,20140225
100720,Requires Improvement,20121213
100720,Good,20080313
100721,Good,20110621
100721,Satisfactory,20071010
100721,Inadequate,20060912
100722,Good,20110112
100722,Good,20070926
100723,Good,20150204
100723,Good,20100311
100723,Satisfactory,20060920
100724,Outstanding,20141111
100724,Good,20091202
100724,Good,20070221
100725,Good,20180627
100725,Outstanding,20070611
100726,Good,20130515
100726,Good,20080318
100727,Good,20121113
100727,Satisfactory,20091014
100727,Satisfactory,20060928
100728,Good,20200128
100728,Outstanding,20140227
100728,Good,20090225
100728,Satisfactory,20051207
100729,Good,20121107
100729,Satisfactory,20101014
100729,Satisfactory,20071128
100730,Good,20160712
100730,Requires Improvement,20140401
100730,Satisfactory,20120619
100730,Inadequate,20110317
100730,Good,20080326
100731,Good,20110524
100731,Good,20070911
100732,Good,20150203
100732,Requires Improvement,20130226
100732,Satisfactory,20100426
100732,Good,20070626
100733,Good,20110705
100733,Good,20080428
100734,Good,20121017
100734,Good,20071212
100737,Good,20141204
100737,Outstanding,20081112
100739,Outstanding,20161206
100739,Good,20111201
100739,Good,20090622
100739,Satisfactory,20060710
100740,Requires Improvement,20181009
100740,Requires Improvement,20160504
100740,Requires Improvement,20140701
100740,Inadequate,20130123
100740,Satisfactory,20100113
100740,Good,20070606
100741,Good,20130418
100741,Good,20100623
100741,Outstanding,20070222
100742,Requires Improvement,20180515
100742,Requires Improvement,20160628
100742,Good,20120222
100742,Good,20080924
100742,Good,20060201
100743,Requires Improvement,20180321
100743,Inadequate,20160210
100743,Requires Improvement,20131002
100743,Satisfactory,20111117
100743,Inadequate,20101014
100743,Good,20080109
100745,Requires Improvement,20171206
100745,Good,20131112
100745,Good,20110608
100745,Good,20070918
100747,Good,20190226
100747,Requires Improvement,20161116
100747,Requires Improvement,20140918
100747,Requires Improvement,20121011
100747,Satisfactory,20101207
100747,Satisfactory,20071128
100747,Inadequate,20060920
100748,Good,20180426
100748,Good,20120308
100748,Good,20080924
100749,Good,20161013
100749,Requires Improvement,20141014
100749,Good,20100922
100749,Satisfactory,20071212
100750,Outstanding,20131106
100750,Outstanding,20070306
100752,Outstanding,20170912
100752,Good,20130207
100752,Good,20080204
100753,Good,20130307
100753,Good,20070917
100760,Good,20150708
100760,Good,20110913
100760,Outstanding,20090623
100760,Good,20060622
100763,Good,20190508
100763,Requires Improvement,20170627
100763,Good,20140619
100763,Outstanding,20090605
100763,Outstanding,20060316
100765,Outstanding,20150121
100765,Good,20120228
100765,Outstanding,20090115
100765,Good,20060116
100766,Outstanding,20120621
100766,Outstanding,20090115
100766,Good,20060607
100774,Outstanding,20111011
100774,Good,20070123
100775,Good,20130924
100775,Satisfactory,20120208
100775,Good,20070710
100780,Good,20180117
100780,Requires Improvement,20160224
100780,Requires Improvement,20131022
100780,Satisfactory,20120222
100780,Good,20090505
100780,Satisfactory,20060607
100781,Outstanding,20190924
100781,Outstanding,20080310
100782,Requires Improvement,20180313
100782,Good,20141104
100782,Good,20120516
100782,Good,20080610
100782,Satisfactory,20060322
100783,Good,20150506
100783,Requires Improvement,20130515
100783,Good,20090120
100783,Good,20051122
100784,Outstanding,20140204
100784,Good,20090518
100784,Good,20060705
100785,Good,20191003
100785,Outstanding,20130312
100785,Satisfactory,20120111
100785,Inadequate,20091007
100785,Satisfactory,20070118
100786,Good,20110912
100786,Satisfactory,20090611
100786,Outstanding,20060517
100790,Good,20161207
100790,Good,20120322
100790,Satisfactory,20081119
100791,Good,20121004
100791,Satisfactory,20101208
100791,Satisfactory,20071120
100793,Good,20191008
100793,Good,20150929
100793,Requires Improvement,20130919
100793,Good,20081204
100794,Good,20180206
100794,Requires Improvement,20160113
100794,Requires Improvement,20131008
100794,Good,20110208
100794,Satisfactory,20071128
100795,Outstanding,20150617
100795,Good,20120321
100795,Good,20080930
100796,Good,20190226
100796,Requires Improvement,20170207
100796,Good,20121017
100796,Satisfactory,20101110
100796,Satisfactory,20080501
100798,Outstanding,20090128
100798,Good,20051121
100800,Good,20180509
100800,Outstanding,20111114
100800,Good,20090506
100800,Inadequate,20080312
100801,Good,20120306
100801,Satisfactory,20081201
100802,Good,20141105
100802,Good,20101117
100802,Good,20080311
100803,Good,20141016
100803,Outstanding,20070516
100808,Outstanding,20111004
100808,Good,20070503
100809,Requires Improvement,20171115
100809,Good,20131127
100809,Good,20110516
100809,Satisfactory,20080227
100809,Satisfactory,20051122
100810,Good,20140114
100810,Satisfactory,20120502
100810,Inadequate,20110216
100810,Satisfactory,20070927
100811,Good,20130703
100811,Satisfactory,20100518
100811,Inadequate,20090204
100811,Good,20051114
100812,Good,20140306
100812,Good,20110913
100812,Good,20090302
100812,Satisfactory,20051108
100813,Good,20160127
100813,Requires Improvement,20131107
100813,Satisfactory,20111109
100813,Good,20090609
100813,Satisfactory,20070515
100813,Inadequate,20051005
100814,Good,20190604
100814,Requires Improvement,20170124
100814,Good,20130123
100814,Satisfactory,20110330
100814,Inadequate,20091202
100814,Inadequate,20081014
100815,Good,20131024
100815,Good,20110310
100815,Satisfactory,20080514
100816,Requires Improvement,20181107
100816,Good,20150416
100816,Requires Improvement,20130711
100816,Satisfactory,20090929
100816,Satisfactory,20070111
100817,Outstanding,20150617
100817,Good,20130613
100817,Satisfactory,20110616
100817,Satisfactory,20090610
100817,Inadequate,20070221
100818,Good,20150701
100818,Good,20100203
100818,Satisfactory,20070607
100819,Good,20190205
100819,Requires Improvement,20161006
100819,Good,20111117
100819,Outstanding,20070115
100821,Requires Improvement,20180925
100821,Requires Improvement,20161101
100821,Good,20120308
100821,Good,20081009
100822,Outstanding,20080506
100823,Outstanding,20080916
100823,Outstanding,20051115
100824,Good,20160707
100824,Requires Improvement,20140327
100824,Good,20090505
100824,Satisfactory,20060504
100825,Good,20170328
100825,Good,20130619
100825,Inadequate,20120619
100825,Good,20090518
100825,Good,20060629
100826,Good,20121205
100826,Satisfactory,20091124
100826,Satisfactory,20070201
100827,Good,20180501
100827,Requires Improvement,20160519
100827,Requires Improvement,20140205
100827,Good,20090629
100827,Satisfactory,20060713
100828,Good,20181212
100828,Requires Improvement,20160504
100828,Good,20101005
100828,Satisfactory,20070924
100828,Satisfactory,20050913
100829,Good,20141119
100829,Outstanding,20090330
100829,Satisfactory,20051110
100830,Good,20131205
100830,Satisfactory,20120322
100830,Satisfactory,20090618
100830,Good,20060626
100831,Requires Improvement,20180911
100831,Outstanding,20090629
100831,Good,20060712
100832,Outstanding,20070108
100833,Outstanding,20120524
100833,Good,20071010
100834,Good,20131205
100834,Satisfactory,20111004
100834,Good,20090210
100835,Good,20141015
100835,Good,20101124
100835,Satisfactory,20071017
100836,Good,20130627
100836,Outstanding,20090120
100836,Good,20060608
100837,Good,20130521
100837,Satisfactory,20110609
100837,Satisfactory,20080311
100838,Inadequate,20180227
100838,Good,20141008
100838,Good,20100316
100838,Satisfactory,20070517
100839,Good,20130124
100839,Satisfactory,20110201
100839,Satisfactory,20081209
100839,Inadequate,20070711
100840,Outstanding,20081022
100841,Good,20110210
100841,Satisfactory,20080624
100849,Outstanding,20090225
100851,Good,20130611
100851,Good,20090714
100851,Satisfactory,20060620
100852,Good,20120223
100852,Good,20061212
100853,Good,20130115
100853,Satisfactory,20091008
100853,Satisfactory,20060927
100854,Good,20131003
100854,Outstanding,20091117
100854,Outstanding,20060920
100855,Good,20180516
100855,Good,20150611
100855,Requires Improvement,20130613
100855,Outstanding,20100714
100855,Good,20070703
100857,Outstanding,20181120
100857,Outstanding,20141127
100857,Requires Improvement,20130522
100857,Satisfactory,20100310
100857,Good,20070620
100859,Outstanding,20121121
100859,Outstanding,20080611
100872,Good,20130226
100872,Good,20091124
100872,Good,20070109
100873,Outstanding,20151201
100873,Good,20121205
100873,Good,20100707
100873,Satisfactory,20070320
100878,Good,20150311
100878,Good,20120207
100878,Good,20081106
100879,Good,20130228
100879,Satisfactory,20100201
100879,Outstanding,20070119
100880,Outstanding,20111004
100880,Outstanding,20090715
100880,Good,20051117
100881,Outstanding,20150604
100881,Outstanding,20100524
100881,Outstanding,20070522
100890,Good,20171031
100890,Good,20121113
100890,Satisfactory,20100114
100890,Satisfactory,20070424
100891,Good,20191016
100891,Outstanding,20070130
100892,Outstanding,20090706
100892,Outstanding,20060502
100893,Good,20131003
100893,Good,20081112
100894,Good,20120613
100894,Outstanding,20090605
100894,Outstanding,20060626
100895,Outstanding,20090610
100895,Outstanding,20060627
100896,Good,20150616
100896,Requires Improvement,20130612
100896,Good,20080908
100896,Satisfactory,20060710
100897,Good,20141202
100897,Good,20091124
100897,Good,20070221
100898,Good,20120620
100898,Outstanding,20070312
100900,Outstanding,20150708
100900,Good,20100303
100900,Good,20061106
100901,Good,20140514
100901,Outstanding,20081105
100902,Outstanding,20171108
100902,Good,20130131
100902,Good,20080206
100903,Good,20120119
100903,Good,20081202
100903,Good,20051130
100904,Requires Improvement,20191106
100904,Good,20160412
100904,Requires Improvement,20140115
100904,Good,20111128
100904,Good,20090210
100904,Good,20051102
100906,Good,20140401
100906,Good,20090310
100906,Good,20051005
100907,Good,20121106
100907,Satisfactory,20091203
100907,Satisfactory,20061002
100908,Good,20130514
100908,Good,20100311
100908,Outstanding,20070117
100911,Good,20170928
100911,Good,20130502
100911,Outstanding,20081120
100911,Outstanding,20051117
100912,Good,20111108
100912,Good,20070123
100913,Outstanding,20170131
100913,Good,20130207
100913,Satisfactory,20100630
100913,Outstanding,20070118
100914,Outstanding,20171031
100914,Good,20120911
100914,Satisfactory,20090928
100914,Good,20070111
100915,Good,20150707
100915,Good,20100526
100915,Good,20070704
100916,Good,20161201
100916,Requires Improvement,20141007
100916,Good,20091013
100916,Satisfactory,20061011
100917,Good,20140923
100917,Good,20100615
100917,Satisfactory,20070711
100920,Outstanding,20130711
100920,Inadequate,20120201
100920,Good,20090428
100920,Good,20060316
100923,Good,20130213
100923,Good,20080213
100926,Outstanding,20160316
100926,Good,20101124
100926,Satisfactory,20080630
100927,Good,20120522
100927,Good,20080326
100928,Good,20150707
100928,Good,20100317
100928,Good,20070222
100930,Outstanding,20170131
100930,Good,20120621
100930,Good,20081118
100930,Good,20051108
100931,Good,20140114
100931,Satisfactory,20120517
100931,Outstanding,20080707
100932,Requires Improvement,20191105
100932,Good,20110704
100932,Good,20080215
100934,Good,20161115
100934,Good,20111124
100934,Good,20070712
100935,Good,20171010
100935,Requires Improvement,20151117
100935,Good,20120315
100935,Good,20090519
100935,Outstanding,20060614
100936,Good,20140313
100936,Satisfactory,20120314
100936,Good,20081201
100936,Outstanding,20051115
100937,Good,20111013
100937,Good,20090304
100937,Good,20051128
100938,Good,20130423
100938,Outstanding,20090617
100938,Outstanding,20060619
100939,Outstanding,20170926
100939,Requires Improvement,20151013
100939,Good,20111103
100939,Good,20090609
100939,Good,20060706
100940,Good,20160203
100940,Inadequate,20140602
100940,Good,20110623
100940,Good,20080623
100941,Requires Improvement,20191015
100941,Outstanding,20090310
100941,Good,20051004
100943,Good,20110705
100943,Outstanding,20080428
100944,Good,20121114
100944,Satisfactory,20110125
100944,Inadequate,20091202
100944,Good,20061130
100945,Requires Improvement,20180912
100945,Good,20140708
100945,Requires Improvement,20121010
100945,Satisfactory,20100119
100945,Good,20070423
100946,Good,20130207
100946,Satisfactory,20091126
100946,Satisfactory,20061101
100949,Outstanding,20120614
100949,Good,20080507
100950,Good,20160621
100950,Requires Improvement,20140130
100950,Good,20090205
100950,Good,20051110
100951,Good,20121121
100951,Good,20080714
100953,Good,20161115
100953,Requires Improvement,20141111
100953,Inadequate,20120911
100953,Satisfactory,20110608
100953,Satisfactory,20080131
100954,Good,20120621
100954,Outstanding,20080129
100956,Good,20140129
100956,Good,20110330
100956,Satisfactory,20070912
